Gene_id,Gene_Chr,Gene_Start,Gene_End,Gene,RPKM
ENSG00000020577.13_2,14,55033815,55260033,SAMD4A,0.725638885
ENSG00000020633.18_2,1,25226002,25291612,RUNX3,5.347250552
ENSG00000020922.12_3,11,94148744,94227074,MRE11,4.649682478
ENSG00000021300.13_3,11,73357223,73373864,PLEKHB1,33.53436925
ENSG00000021355.12_2,6,2832566,2842240,SERPINB1,45.24434177
ENSG00000021461.16_2,7,99425636,99463725,CYP3A43,0.075620116
ENSG00000021488.12_2,19,33321415,33360672,SLC7A9,0.844633314
ENSG00000021574.11_2,2,32288680,32382706,SPAST,5.262450136
ENSG00000021645.18_3,14,78636716,80334633,NRXN3,1.663203771
ENSG00000021762.19_3,11,3108346,3187969,OSBPL5,9.622912308
ENSG00000021776.10_3,15,35143983,35262040,AQR,3.973632848
ENSG00000021826.14_3,2,211342406,211543831,CPS1,0.10364925
ENSG00000021852.12_2,1,57394883,57431813,C8B,0.490618312
ENSG00000022267.16_3,X,135228861,135293518,FHL1,2.204110499
ENSG00000022277.12_3,20,55043641,55094505,RTFDC1,12.55735566
ENSG00000022355.16_3,5,161274069,161326987,GABRA1,0.00821548
ENSG00000022556.15_3,19,55464498,55512510,NLRP2,0.582107711
ENSG00000022567.9_3,8,142217265,142318404,SLC45A4,15.3389952
ENSG00000022840.15_3,12,120971283,121015397,RNF10,21.99069428
ENSG00000022976.15_3,14,102783714,102809039,ZNF839,5.401862046
ENSG00000023041.11_3,10,114184186,114206675,ZDHHC6,9.751614078
ENSG00000023171.16_3,11,123229136,123498482,GRAMD1B,0.889730023
ENSG00000023191.16_2,11,494512,507300,RNH1,26.81827919
ENSG00000023228.13_3,2,206979541,207024327,NDUFS1,8.475562459
ENSG00000023287.12_3,8,53535016,53658403,RB1CC1,10.87114113
ENSG00000023318.7_3,9,102741461,102861322,ERP44,11.88432957
ENSG00000023330.14_2,3,52232102,52248343,ALAS1,17.55735783
ENSG00000023445.13_2,11,102188181,102210134,BIRC3,5.403393993
ENSG00000023516.8_2,13,42846289,42897403,AKAP11,7.940226571
ENSG00000023572.8_2,1,193065598,193075244,GLRX2,3.486883238
ENSG00000023608.4_3,14,62229075,62263146,SNAPC1,7.325580827
ENSG00000023697.12_3,12,16064106,16190216,DERA,7.171877481
ENSG00000023734.10_2,12,16035325,16056412,STRAP,25.97474046
ENSG00000023839.10_2,10,101542489,101611949,ABCC2,0.466253558
ENSG00000023892.10_2,6,35265629,35289548,DEF6,11.49561177
ENSG00000023902.13_2,1,150121373,150136916,PLEKHO1,1.254043334
ENSG00000023909.9_2,1,94350761,94375012,GCLM,15.00569993
ENSG00000024048.10_2,6,42531800,42661242,UBR2,8.394694466
ENSG00000024422.11_3,19,48216600,48246391,EHD2,6.397451937
ENSG00000024526.16_3,1,68939835,68962904,DEPDC1,0.144751921
ENSG00000024862.17_3,6,139094646,139114456,CCDC28A,17.59891364
ENSG00000025039.14_2,6,90074355,90121989,RRAGD,7.402622398
ENSG00000025156.12_2,6,122720691,122754264,HSF2,9.583584359
ENSG00000025293.16_3,20,34359896,34538303,PHF20,5.841519651
ENSG00000025423.11_3,12,57145945,57181574,HSD17B6,0.664533645
ENSG00000025434.18_3,11,47269851,47290583,NR1H3,6.30325164
ENSG00000025708.13_3,22,50964181,50968485,TYMP,253.4672417
ENSG00000025770.18_2,22,50946645,50961901,NCAPH2,9.748223988
ENSG00000025772.7_2,20,43570771,43589127,TOMM34,31.9133761
ENSG00000025796.13_2,6,108188960,108279393,SEC63,15.39972994
ENSG00000025800.13_3,1,32573639,32642169,KPNA6,14.60539147
ENSG00000026025.15_3,10,17270258,17279592,VIM,44.40420945
ENSG00000026036.21_3,20,62290653,62330037,RTEL1-TNFRSF6B,6.810450349
ENSG00000026103.21_3,10,90750339,90775542,FAS,6.262758422
ENSG00000026297.15_3,6,167342992,167370679,RNASET2,6.578551542
ENSG00000026508.17_3,11,35160417,35253949,CD44,12.94485474
ENSG00000026559.13_3,20,49620193,49639666,KCNG1,0.455836766
ENSG00000026652.13_3,6,161551011,161695093,AGPAT4,3.024468338
ENSG00000026751.16_2,1,160708847,160724611,SLAMF7,4.715444345
ENSG00000026950.16_3,6,26402465,26415444,BTN3A1,8.252910634
ENSG00000027001.9_3,13,24304328,24463558,MIPEP,17.63412349
ENSG00000027075.14_3,14,61654277,62017694,PRKCH,5.302040176
ENSG00000027644.4_2,1,156809855,156828810,INSRR,0.044677009
ENSG00000027697.13_3,6,137518621,137540586,IFNGR1,33.56190689
ENSG00000027847.13_3,5,177027101,177037348,B4GALT7,7.765025422
ENSG00000027869.11_2,1,156776035,156786654,SH2D2A,0.612383607
ENSG00000028116.16_3,2,58134786,58387055,VRK2,7.809821995
ENSG00000028137.18_3,1,12227060,12269285,TNFRSF1B,4.296526072
ENSG00000028203.17_2,12,95611522,95696566,VEZT,5.029254016
ENSG00000028277.21_3,19,42590262,42700737,POU2F2,0.970297404
ENSG00000028310.17_3,5,850406,892939,BRD9,4.743894899
ENSG00000028528.14_3,15,64386322,64438289,SNX1,8.42381587
ENSG00000028839.9_3,6,134273308,134311570,TBPL1,3.386350409
ENSG00000029153.14_3,12,27485787,27578222,ARNTL2,2.174375763
ENSG00000029363.16_3,6,136577765,136610989,BCLAF1,18.94563196
ENSG00000029364.11_2,14,69864732,69929105,SLC39A9,13.38929309
ENSG00000029534.19_3,8,41510739,41754280,ANK1,0.005275892
ENSG00000029559.6_2,4,88720733,88733587,IBSP,0.368527531
ENSG00000029639.10_2,6,155578643,155635627,TFB1M,1.905392398
ENSG00000029725.16_3,17,5185560,5289132,RABEP1,7.842588625
ENSG00000029993.14_2,X,150148982,150159248,HMGB3,26.92889288
ENSG00000030066.13_3,11,47799639,47870107,NUP160,4.909520674
ENSG00000030110.12_2,6,33540324,33548070,BAK1,10.4830755
ENSG00000030304.13_2,9,113431051,113563900,MUSK,0.04025508
ENSG00000030419.16_3,2,213864415,214017151,IKZF2,5.695108246
ENSG00000030582.17_3,17,42422454,42430470,GRN,102.8247792
ENSG00000031003.10_3,5,137273649,137387650,FAM13B,5.933433992
ENSG00000031081.10_3,3,119013220,119139561,ARHGAP31,0.935001158
ENSG00000031691.6_2,6,49431091,49460820,CENPQ,2.399958459
ENSG00000031698.12_2,1,109756540,109780791,SARS,18.41715376
ENSG00000031823.14_3,19,5916150,5978153,RANBP3,9.02636041
ENSG00000032219.18_2,14,58765103,58840605,ARID4A,2.371422071
ENSG00000032389.12_3,2,3192696,3381653,TSSC1,4.898314788
ENSG00000032444.15_3,19,7598890,7626650,PNPLA6,17.66164667
ENSG00000032742.17_3,13,21141208,21265576,IFT88,9.854671021
ENSG00000033011.11_3,16,5083961,5137380,ALG1,9.206376746
ENSG00000033030.13_2,12,122956147,122985620,ZCCHC8,2.810002229
ENSG00000033050.7_2,7,150904923,150924316,ABCF2,7.851906567
ENSG00000033100.16_3,7,150929575,150935913,CHPF2,22.57973003
ENSG00000033122.18_3,1,70034081,70617628,LRRC7,0.03110803
ENSG00000033170.16_3,14,65877310,66210839,FUT8,4.621725768
ENSG00000033178.12_2,4,68478370,68566897,UBA6,4.637389655
ENSG00000033327.12_3,11,77926343,78129394,GAB2,2.490682243
ENSG00000033627.16_3,17,40610862,40674629,ATP6V0A1,3.182866824
ENSG00000033800.13_2,15,68346517,68490941,PIAS1,6.809852535
ENSG00000033867.16_3,3,27414212,27525911,SLC4A7,3.20243756
ENSG00000034053.14_3,15,29129629,29410518,APBA2,1.082421531
ENSG00000034152.18_2,17,21187984,21218552,MAP2K3,23.60753463
ENSG00000034239.10_2,8,49623348,49647870,EFCAB1,35.34274884
ENSG00000034510.5_2,2,85132749,85133799,TMSB10,361.3162051
ENSG00000034533.11_2,3,130732719,130746493,ASTE1,3.316715518
ENSG00000034677.12_3,8,101269288,101348446,RNF19A,11.06706324
ENSG00000034693.14_3,6,143771944,143811147,PEX3,7.128204793
ENSG00000034713.7_2,16,75600249,75611779,GABARAPL2,20.58137591
ENSG00000034971.16_3,1,171604557,171621823,MYOC,0.027143571
ENSG00000035115.21_3,2,217730,266398,SH3YL1,5.513729689
ENSG00000035141.7_2,2,70523107,70529222,FAM136A,10.12651796
ENSG00000035403.17_3,10,75754951,75881121,VCL,5.548043302
ENSG00000035499.12_2,5,59892739,59996017,DEPDC1B,0.029939231
ENSG00000035664.11_3,15,64199235,64364232,DAPK2,0.366239801
ENSG00000035681.7_3,8,59496063,59572403,NSMAF,6.28427612
ENSG00000035687.9_3,1,244571796,244615436,ADSS,24.51637945
ENSG00000035720.7_2,4,68424446,68473055,STAP1,0.963916602
ENSG00000035862.12_3,17,76849059,76921469,TIMP2,6.134377258
ENSG00000035928.15_3,4,39289076,39367995,RFC1,5.859395773
ENSG00000036054.12_2,3,99979844,100044095,TBC1D23,5.578371573
ENSG00000036257.12_3,2,225334867,225450114,CUL3,5.682579214
ENSG00000036448.9_2,8,1993155,2113475,MYOM2,0.859700899
ENSG00000036473.6_3,X,38211798,38280703,OTC,0
ENSG00000036530.8_2,14,100150641,100193638,CYP46A1,0.511745715
ENSG00000036549.12_3,1,78028101,78149104,ZZZ3,2.817725991
ENSG00000036565.14_3,8,20002366,20040717,SLC18A1,0
ENSG00000036672.15_3,11,119225925,119252436,USP2,15.14126789
ENSG00000036828.15_1,3,121902530,122010476,CASR,0.026811462
ENSG00000037042.8_2,17,40811323,40819024,TUBG2,5.323361573
ENSG00000037241.7_3,5,172385732,172396774,RPL26L1,10.64598152
ENSG00000037280.15_3,5,180028506,180076624,FLT4,0.064363258
ENSG00000037474.14_2,5,6599352,6633404,NSUN2,9.10596323
ENSG00000037637.10_3,1,16573334,16678949,FBXO42,3.697245071
ENSG00000037749.11_3,5,153418466,153600038,MFAP3,3.442002535
ENSG00000037757.13_3,19,13875346,13885096,MRI1,10.80633407
ENSG00000037897.16_3,12,58162254,58166576,METTL1,4.032332352
ENSG00000037965.5_3,12,54402890,54406146,HOXC8,0
ENSG00000038002.8_2,4,178351924,178363657,AGA,7.316146313
ENSG00000038210.12_3,4,25235597,25280714,PI4K2B,12.01450762
ENSG00000038219.12_2,4,13570362,13629347,BOD1L1,4.386235122
ENSG00000038274.16_2,5,162930120,162946342,MAT2B,12.07374288
ENSG00000038295.7_2,4,166794410,167025047,TLL1,0.287825783
ENSG00000038358.14_3,16,67906926,67918406,EDC4,11.69852529
ENSG00000038382.18_2,5,14143811,14532237,TRIO,5.466282527
ENSG00000038427.15_3,5,82767284,82878122,VCAN,0.44946394
ENSG00000038532.14_3,16,11038345,11276046,CLEC16A,4.850202528
ENSG00000038945.14_3,8,15965387,16424999,MSR1,5.954885038
ENSG00000039068.18_3,16,68771128,68869451,CDH1,60.2210737
ENSG00000039123.15_3,5,54603588,54721409,SKIV2L2,10.44125669
ENSG00000039139.9_3,5,13690440,13944652,DNAH5,43.8036834
ENSG00000039319.16_3,5,79703832,79775169,ZFYVE16,5.617400106
ENSG00000039523.19_3,16,67552321,67580691,FAM65A,6.240169504
ENSG00000039537.13_3,5,41142336,41261540,C6,7.1112749
ENSG00000039560.13_2,5,34656342,34832732,RAI14,9.690902935
ENSG00000039600.10_2,5,157052687,157098488,SOX30,0.057450374
ENSG00000039650.11_3,19,50363139,50381608,PNKP,30.55841419
ENSG00000039987.6_2,19,12862516,12869272,BEST2,0.15072581
ENSG00000040199.18_2,16,71671738,71758604,PHLPP2,1.279220919
ENSG00000040275.16_3,5,169010638,169031782,SPDL1,1.156900264
ENSG00000040341.17_3,8,74332604,74659943,STAU2,3.631339557
ENSG00000040487.12_3,1,19638820,19655794,PQLC2,6.480143652
ENSG00000040531.14_3,17,3539762,3564836,CTNS,14.72144933
ENSG00000040608.13_3,22,20228938,20270769,RTN4R,1.083519504
ENSG00000040633.12_3,17,7138347,7143041,PHF23,8.844025124
ENSG00000040731.10_3,5,24487209,24645087,CDH10,0.015566764
ENSG00000040933.15_2,2,99061317,99210853,INPP4A,2.37627178
ENSG00000041353.9_3,18,52385091,52562747,RAB27B,4.986789393
ENSG00000041357.15_2,15,78832747,78844761,PSMA4,10.10244268
ENSG00000041515.15_2,13,109248500,109860355,MYO16,0.061868125
ENSG00000041802.10_2,3,194361517,194393206,LSG1,11.62428232
ENSG00000041880.14_3,3,51976361,51982883,PARP3,15.95593312
ENSG00000041982.15_3,9,117781857,117880536,TNC,7.163183131
ENSG00000041988.15_3,1,6684926,6695646,THAP3,6.758009355
ENSG00000042062.11_2,20,49202645,49308065,FAM65C,1.512299855
ENSG00000042088.13_3,14,90421283,90511112,TDP1,2.621351065
ENSG00000042286.14_2,10,71857979,71892690,AIFM2,3.506114234
ENSG00000042304.10_3,2,228474806,228498036,C2orf83,0
ENSG00000042317.16_2,14,88851268,88936694,SPATA7,3.444826112
ENSG00000042429.11_3,11,93517393,93548129,MED17,1.5709967
ENSG00000042445.13_3,2,85569211,85581743,RETSAT,11.25972609
ENSG00000042493.15_2,2,85621871,85645555,CAPG,32.03851413
ENSG00000042753.11_2,19,47341393,47354249,AP2S1,14.34389604
ENSG00000042781.12_3,1,215796236,216596738,USH2A,0.036119508
ENSG00000042813.7_3,7,49890017,50160925,ZPBP,0.258680392
ENSG00000042832.11_2,8,133879203,134147147,TG,0.176573418
ENSG00000042980.12_2,8,24151553,24216531,ADAM28,14.3243195
ENSG00000043039.6_2,11,129245835,129322174,BARX2,4.584412003
ENSG00000043093.13_3,3,182655862,182703741,DCUN1D1,3.742074638
ENSG00000043143.20_2,5,133860003,133918920,JADE2,8.984262421
ENSG00000043355.11_3,13,100634026,100639027,ZIC2,0
ENSG00000043462.11_2,5,169673241,169725231,LCP2,1.415707362
ENSG00000043514.15_2,1,40306694,40349183,TRIT1,9.905793078
ENSG00000043591.5_3,10,115803815,115806667,ADRB1,13.75931703
ENSG00000044012.3_2,1,42619092,42621495,GUCA2B,0
ENSG00000044090.8_2,6,43005355,43021683,CUL7,12.36570295
ENSG00000044115.20_3,5,137946656,138270723,CTNNA1,59.88437155
ENSG00000044446.11_2,X,18910418,19002716,PHKA2,5.93469732
ENSG00000044459.14_2,9,17134980,17503921,CNTLN,0.90116706
ENSG00000044524.10_2,3,89156674,89531284,EPHA3,0.051220578
ENSG00000044574.7_2,9,127997132,128003609,HSPA5,200.70048
ENSG00000046604.12_2,18,29078006,29128971,DSG2,11.16476481
ENSG00000046647.13_2,X,14026398,14048012,GEMIN8,10.50640976
ENSG00000046651.14_2,X,13752864,13787472,OFD1,9.611393246
ENSG00000046653.14_2,X,13789150,13956757,GPM6B,3.272888133
ENSG00000046774.9_3,X,141290131,141293076,MAGEC2,0
ENSG00000046889.18_3,8,68864353,69149265,PREX2,0.023625127
ENSG00000047056.14_2,10,1095478,1178237,WDR37,5.54029278
ENSG00000047188.15_2,5,112849380,112930982,YTHDC2,4.08765722
ENSG00000047230.14_2,X,16606126,16731059,CTPS2,4.14123951
ENSG00000047249.17_3,8,54628117,54756118,ATP6V1H,5.770192666
ENSG00000047315.15_2,4,57843888,57897334,POLR2B,17.34526878
ENSG00000047346.12_3,15,52873514,53002014,FAM214A,8.075037175
ENSG00000047365.11_3,4,35949843,36246131,ARAP2,4.015894441
ENSG00000047410.13_2,1,186280784,186344825,TPR,10.04778526
ENSG00000047457.13_2,3,148880197,148939842,CP,75.16538741
ENSG00000047578.12_3,16,27561454,27791690,KIAA0556,27.78256888
ENSG00000047579.19_2,6,15523032,15663289,DTNBP1,3.369551544
ENSG00000047597.5_3,X,37545012,37591383,XK,0.47059111
ENSG00000047617.14_3,12,5641035,6055398,ANO2,0.059205966
ENSG00000047621.11_3,12,4596894,4647674,C12orf4,3.143452539
ENSG00000047634.14_3,X,17755569,17773108,SCML1,1.984826129
ENSG00000047644.18_3,X,9983602,10112518,WWC3,7.031695928
ENSG00000047648.21_3,X,11155663,11683821,ARHGAP6,1.322296411
ENSG00000047662.4_2,4,17630929,17783135,FAM184B,1.48415531
ENSG00000047849.21_3,3,47892180,48130762,MAP4,8.294700671
ENSG00000047932.13_3,6,117881432,117923705,GOPC,10.2487363
ENSG00000047936.10_3,6,117609463,117747018,ROS1,0
ENSG00000048028.11_3,11,113668596,113746292,USP28,7.825381513
ENSG00000048052.21_3,7,18126572,19042039,HDAC9,1.286637867
ENSG00000048140.17_3,5,176074388,176086055,TSPAN17,11.39487126
ENSG00000048162.20_3,5,175810941,175815976,NOP16,14.52248452
ENSG00000048342.15_2,4,15471489,15603180,CC2D2A,17.97021835
ENSG00000048392.11_2,8,103216730,103251346,RRM2B,10.04342474
ENSG00000048405.9_3,7,126986844,127071978,ZNF800,5.399434077
ENSG00000048462.10_3,16,12058964,12061925,TNFRSF17,0.050960963
ENSG00000048471.13_3,16,12070594,12668146,SNX29,6.923861851
ENSG00000048540.14_3,12,16701307,16763528,LMO3,0.546549873
ENSG00000048544.5_2,6,42174539,42185603,MRPS10,15.52618714
ENSG00000048545.13_3,6,42123144,42147794,GUCA1A,0.060844037
ENSG00000048649.13_3,11,77371041,77532063,RSF1,3.368147302
ENSG00000048707.13_3,1,12290124,12572099,VPS13D,6.232148259
ENSG00000048740.18_3,10,10840360,11378674,CELF2,1.554365068
ENSG00000048828.16_3,9,96214004,96328389,FAM120A,32.30708571
ENSG00000048991.16_2,2,136289025,136482840,R3HDM1,1.7132704
ENSG00000049089.13_3,1,40766159,40783488,COL9A2,26.73718286
ENSG00000049130.14_2,12,88886570,88974628,KITLG,5.687987146
ENSG00000049167.13_3,5,60169658,60240900,ERCC8,1.416424579
ENSG00000049192.14_3,5,64444563,64777747,ADAMTS6,0.126358442
ENSG00000049239.12_2,1,9294834,9331396,H6PD,23.23350802
ENSG00000049245.12_3,1,7831329,7841492,VAMP3,17.05102112
ENSG00000049246.14_2,1,7844380,7905237,PER3,2.194838766
ENSG00000049247.13_2,1,7903143,7913572,UTS2,1.336082057
ENSG00000049249.8_3,1,7975954,8003225,TNFRSF9,0.053995599
ENSG00000049283.17_3,17,48609904,48621111,EPN3,16.58785923
ENSG00000049323.15_2,2,33172039,33624576,LTBP1,1.286567877
ENSG00000049449.8_3,11,31833939,32127301,RCN1,8.879325286
ENSG00000049540.16_3,7,73442119,73484237,ELN,16.19876226
ENSG00000049541.10_3,7,73645829,73668788,RFC2,4.85737954
ENSG00000049618.22_3,6,157098508,157531913,ARID1B,3.412021406
ENSG00000049656.13_2,5,1317859,1345214,CLPTM1L,18.65547399
ENSG00000049759.17_3,18,55711599,56068772,NEDD4L,8.669372118
ENSG00000049768.14_2,X,49106897,49121288,FOXP3,0.516578977
ENSG00000049769.12_3,X,49126306,49157940,PPP1R3F,5.468063671
ENSG00000049860.13_3,5,73935848,74018472,HEXB,21.62821676
ENSG00000049883.14_3,5,71616194,71664222,PTCD2,0.879422586
ENSG00000050030.13_2,X,73952684,74145320,KIAA2022,0.627556276
ENSG00000050130.17_2,14,59951161,59972128,JKAMP,11.59788333
ENSG00000050165.17_2,11,11984653,12031316,DKK3,2.336860829
ENSG00000050327.14_3,7,144052381,144077725,ARHGEF5,4.372473374
ENSG00000050344.8_2,7,26191860,26226745,NFE2L3,5.61161876
ENSG00000050393.11_3,6,13786789,13814800,MCUR1,4.388069542
ENSG00000050405.13_3,12,50569571,50677329,LIMA1,12.392396
ENSG00000050426.15_3,12,51441745,51454207,LETMD1,8.911688522
ENSG00000050438.16_2,12,51785101,51909547,SLC4A8,5.298171509
ENSG00000050555.17_3,9,133884469,133969860,LAMC3,0.003751274
ENSG00000050628.20_3,1,71318036,71513491,PTGER3,0.100338139
ENSG00000050730.15_2,4,122052563,122148621,TNIP3,0.453617486
ENSG00000050748.17_3,5,179660143,179719099,MAPK9,4.183209298
ENSG00000050767.15_3,5,177664619,178017556,COL23A1,0.214487956
ENSG00000050820.16_3,16,75262085,75301951,BCAR1,14.42361265
ENSG00000051009.10_2,11,6232565,6255941,FAM160A2,15.15185848
ENSG00000051108.14_3,16,56965960,56978775,HERPUD1,29.81344832
ENSG00000051128.18_3,19,19040010,19052070,HOMER3,3.229989808
ENSG00000051180.16_2,15,40986972,41024537,RAD51,0.505025483
ENSG00000051341.13_2,3,121150274,121265488,POLQ,1.588008654
ENSG00000051382.8_2,3,138371541,138553780,PIK3CB,5.505101816
ENSG00000051523.10_3,16,88709691,88717560,CYBA,102.2805952
ENSG00000051596.9_3,5,175344876,175461683,THOC3,7.581730877
ENSG00000051620.10_2,6,138724668,138743334,HEBP2,9.182136024
ENSG00000051825.14_3,12,123636867,123728561,MPHOSPH9,2.443969864
ENSG00000052126.14_3,12,19282686,19529334,PLEKHA5,9.888167666
ENSG00000052344.15_2,16,31142754,31147083,PRSS8,26.14952599
ENSG00000052723.11_2,1,115312100,115323306,SIKE1,4.615754179
ENSG00000052749.13_3,10,99116115,99185833,RRP12,7.955968853
ENSG00000052795.12_3,4,159690290,159829201,FNIP2,1.850565677
ENSG00000052802.12_3,4,166248775,166264312,MSMO1,18.79444533
ENSG00000052841.14_3,11,43380482,43516483,TTC17,7.295989441
ENSG00000052850.5_2,11,44281994,44331716,ALX4,0.029725751
ENSG00000053108.16_3,5,132532147,132948255,FSTL4,0.296124513
ENSG00000053254.15_3,14,89591215,90085493,FOXN3,11.42533883
ENSG00000053328.8_2,6,110567131,110679475,METTL24,0
ENSG00000053371.12_3,1,19630459,19638640,AKR7A2,34.93318196
ENSG00000053372.4_2,1,19578033,19586622,MRTO4,5.713587113
ENSG00000053438.8_2,20,36149617,36152095,NNAT,4.919913574
ENSG00000053501.12_2,19,17326155,17330638,USE1,6.585682484
ENSG00000053524.12_2,3,182895831,183146566,MCF2L2,1.747900565
ENSG00000053702.14_2,12,2934514,2944710,NRIP2,3.313171629
ENSG00000053747.15_3,18,21269407,21535030,LAMA3,2.955739605
ENSG00000053770.11_3,14,57735627,57765460,AP5M1,2.679551973
ENSG00000053900.10_2,4,25378835,25420120,ANAPC4,5.45110935
ENSG00000053918.15_3,11,2465914,2870339,KCNQ1,19.51992237
ENSG00000054116.11_2,1,36602171,36621654,TRAPPC3,10.63725932
ENSG00000054118.13_3,1,36690017,36770958,THRAP3,36.12626519
ENSG00000054148.17_3,9,139743176,139745479,PHPT1,39.8855838
ENSG00000054179.11_3,9,139942550,139948497,ENTPD2,5.928968335
ENSG00000054219.10_3,2,160659866,160761260,LY75,10.79520936
ENSG00000054267.21_3,1,235294949,235491534,ARID4B,6.835584967
ENSG00000054277.13_3,1,241753404,241840678,OPN3,4.339005068
ENSG00000054282.15_2,1,243419336,243663394,SDCCAG8,5.978988725
ENSG00000054356.13_3,2,220154345,220174370,PTPRN,0.020690361
ENSG00000054392.12_3,1,210501596,210849638,HHAT,6.777554807
ENSG00000054523.17_3,1,10270863,10441661,KIF1B,3.985311209
ENSG00000054598.6_2,6,1610207,1614132,FOXC1,40.47414155
ENSG00000054611.13_2,22,47158514,47571342,TBC1D22A,8.784663215
ENSG00000054654.16_3,14,64319701,64693151,SYNE2,16.41640151
ENSG00000054690.13_2,14,68000018,68056329,PLEKHH1,11.96424612
ENSG00000054793.13_3,20,50213053,50385173,ATP9A,35.77937513
ENSG00000054796.12_2,20,55904815,55919050,SPO11,0
ENSG00000054803.3_2,20,54572496,54580528,CBLN4,0
ENSG00000054938.15_3,11,74407474,74442430,CHRDL2,0.036347277
ENSG00000054965.10_2,11,73111532,73309234,FAM168A,5.786288753
ENSG00000054967.12_2,11,73087309,73108519,RELT,1.131015773
ENSG00000054983.16_3,14,88304164,88460009,GALC,11.16113031
ENSG00000055044.10_2,2,203130439,203168389,NOP58,10.75069318
ENSG00000055070.16_2,1,16679070,16724640,SZRD1,20.52373062
ENSG00000055118.14_2,7,150642049,150675403,KCNH2,0.630140065
ENSG00000055130.15_2,7,148395006,148498128,CUL1,18.68367067
ENSG00000055147.18_3,5,153369688,153418496,FAM114A2,2.081135741
